Phone Issues,Time of Issue,Caller ID Number,Advertiser Business Phone Number,Type of Call or Message (Robocalls),Type of Call or Message (Telemarketing),State,Date (Ticket Date of Issue),Date (Ticket Created)
Telemarketing (including do not call and spoofing),12:31 PM,-,-,,Text Messaage,New Jersey,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),12:40 PM,516-206-9011,-,,Live Voice,California,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),12:43 PM,410-465-5962,-,,Abandoned Calls,Maryland,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),12:53 PM,562-247-3912,-,,Abandoned Calls,California,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),1:47 p.m.,202-656-8839,206-453-1381,,Live Voice,New York,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),1:56 p.m.,630-318-4762,-,,Abandoned Calls,Texas,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),2:24 PM,539-555-0145,-,,Live Voice,New York,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),2:30 PM,561-594-0010,561-594-0010,,Prerecorded Voice,Florida,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),2:44 PM,901-562-1551,-,,Prerecorded Voice,District of Columbia,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),3:00 p.m.,-,877-214-5406,,Abandoned Calls,Colorado,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),3:00 PM,303-786-9500,303-786-9500,,Live Voice,Colorado,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),3:02 PM,-,925-403-1434,,Live Voice,California,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),3:25 PM,706-381-6030,-,,Live Voice,Kansas,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),3:30 P.M.,256-346-2492,-,,Live Voice,Alabama,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),3:43 PM,706-381-6030,-,,Live Voice,Texas,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),3:45 PM,-,720-244-3334,,Prerecorded Voice,Colorado,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),4:42 P.M.,954-761-3447,-,,Abandoned Calls,Florida,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),4:59 P.M.,239-400-0770,239-400-0770,,Live Voice,New York,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),5:00 PM,234-321-3432,-,,Live Voice,Florida,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),5:40 PM,-,701-347-2429,,Live Voice,New Jersey,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),6:27 PM,-,-,,Prerecorded Voice,North Carolina,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),6:30 PM,866-948-2757,-,,Abandoned Calls,Texas,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),6:43 PM,-,-,,Live Voice,Ohio,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),6:44 p.m.,844-620-1714,-,,Live Voice,Texas,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),7:00 PM,-,-,,Abandoned Calls,New Jersey,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),7:23 A.M.,476-474-7857,-,,Live Voice,New Jersey,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),7:30 AM,785-760-3805,-,,Live Voice,Kansas,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),7:50 AM,221-232-7777,-,,Live Voice,New York,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),8:00 AM,844-620-1714,-,,Live Voice,California,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),8:20 p.m.,646-807-9503,-,,Live Voice,Florida,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),8:30 AM,832-319-3908,832-319-3908,,Live Voice,South Carolina,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),8:30 PM,-,510-275-0116,,Live Voice,Massachusetts,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),8:42 PM,718-658-7748,-,,Live Voice,Connecticut,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),8:44 AM,866-398-4634,-,,Abandoned Calls,Florida,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),8:51 PM,-,302-351-5932,,Live Voice,Minnesota,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),9:00 AM,888-896-6485,888-896-6485,,Abandoned Calls,Michigan,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),9:01 AM,877-458-2742,-,,Live Voice,Virginia,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),9:03 AM,800-250-8531,-,,Prerecorded Voice,Louisiana,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),9:14 AM,781-251-1011,-,,Prerecorded Voice,Kentucky,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),9:14 A.M.,-,828-385-4506,,Live Voice,North Carolina,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),9:20 AM,-,-,,Live Voice,Oregon,10/17/2015,10/17/2015
Telemarketing (including do not call and spoofing),9:33 a.m.,630-877-8079,-,,Prerecorded Voice,Illinois,10/17/2015,10/17/2015
Robocalls,6:00 AM,925-852-4669,-,Prerecorded Voice,,Washington,3/2/2015,10/18/2015
Robocalls,11:00 a.m.,609-734-5407,-,Autodialed Live Voice Call,,Michigan,7/6/2015,10/18/2015
Telemarketing (including do not call and spoofing),9:00 AM,800-295-4057,-,,Abandoned Calls,Oklahoma,8/1/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,213-359-1867,-,,Abandoned Calls,California,8/30/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:06 AM,-,-,,Text Messaage,California,9/14/2015,10/18/2015
Robocalls,1:00 PM,803-740-1208,803-740-1208,Prerecorded Voice,,Michigan,9/23/2015,10/18/2015
Robocalls,11:30 AM,223-704-0310,224-704-0310,Prerecorded Voice,,Michigan,9/23/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,213-215-7261,-,,Abandoned Calls,California,9/27/2015,10/18/2015
Robocalls,10:18 AM,528-561-9384,528-561-9384,Autodialed Live Voice Call,,Idaho,9/28/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,-,-,,Abandoned Calls,New Jersey,10/1/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,-,-,,Prerecorded Voice,Texas,10/1/2015,10/18/2015
Telemarketing (including do not call and spoofing),12:13 p.m.,-,877-317-5659,,Abandoned Calls,California,10/1/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,-,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,213-215-7261,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,213-309-4635,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,213-426-1494,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,323-440-8668,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,818-914-0123,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,844-776-6275,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,859-586-9557,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,888-759-6056,-,,Abandoned Calls,California,10/4/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:27 AM,903-569-0078,903-569-0077,,Live Voice,Texas,10/7/2015,10/18/2015
Telemarketing (including do not call and spoofing),5:30 PM,315-636-3467,-,,Live Voice,Texas,10/9/2015,10/18/2015
Telemarketing (including do not call and spoofing),8:26 PM,470-426-5793,-,,Abandoned Calls,Kentucky,10/12/2015,10/18/2015
Telemarketing (including do not call and spoofing),7:01 PM,614-745-2578,-,,Abandoned Calls,Florida,10/12/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:33 AM,215-624-2271,-,,Prerecorded Voice,Pennsylvania,10/14/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,415-602-0815,-,,Prerecorded Voice,California,10/15/2015,10/18/2015
Telemarketing (including do not call and spoofing),12:01 PM,973-618-1464,-,,Live Voice,New Jersey,10/15/2015,10/18/2015
Telemarketing (including do not call and spoofing),4:00 PM,-,-,,Prerecorded Voice,Florida,10/15/2015,10/18/2015
Robocalls,3:27 PM,414-269-8874,-,Abandoned Call,,California,10/16/2015,10/18/2015
Telemarketing (including do not call and spoofing),1:08 PM,502-255-2433,-,,Abandoned Calls,Kentucky,10/16/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:10 a.m.,267-233-6724,267-233-6724,,Prerecorded Voice,Connecticut,10/16/2015,10/18/2015
Telemarketing (including do not call and spoofing),12:28 PM,312-380-4080,-,,Abandoned Calls,Illinois,10/16/2015,10/18/2015
Telemarketing (including do not call and spoofing),4:00 PM,347-943-3856,-,,Live Voice,California,10/16/2015,10/18/2015
Robocalls,1:00 p.m.,800-523-7020,800-523-7020,Abandoned Call,,California,10/17/2015,10/18/2015
Robocalls,10:24 PM,-,-,Text Message,,California,10/17/2015,10/18/2015
Robocalls,5:00 p.m.,-,509-855-4607,Prerecorded Voice,,Arizona,10/17/2015,10/18/2015
Robocalls,8:30 P.M.,319-576-0298,-,Prerecorded Voice,,Puerto Rico,10/17/2015,10/18/2015
Robocalls,9:32 a.m.,301-842-7252,-,Prerecorded Voice,,Virginia,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),3:57 PM,859-740-0864,-,,Abandoned Calls,Kentucky,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),1:00 PM,-,360-787-9019,,Live Voice,Illinois,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:37 PM,267-421-9896,-,,Abandoned Calls,Pennsylvania,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:40 AM,-,206-579-1454,,Live Voice,Washington,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:59 AM,847-388-7199,-,,Abandoned Calls,Illinois,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),12:48 PM,661-670-2571,-,,Abandoned Calls,Kentucky,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),5:14 AM,876-873-4463,-,,Live Voice,Florida,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),6:36 PM,216-236-4745,-,,Abandoned Calls,California,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),8:26 P.M.,816-555-0198,-,,Abandoned Calls,California,10/17/2015,10/18/2015
Telemarketing (including do not call and spoofing),9:31 AM,-,-,,Prerecorded Voice,Washington,10/17/2015,10/18/2015
Robocalls,-,800-295-4057,-,Abandoned Call,,Florida,10/18/2015,10/18/2015
Robocalls,10:22 a.m.,972-734-1111,972-734-1111,Prerecorded Voice,,Connecticut,10/18/2015,10/18/2015
Robocalls,11:08 AM,877-561-2272,855-242-6899,Prerecorded Voice,,North Carolina,10/18/2015,10/18/2015
Robocalls,12:24 PM,844-620-1714,-,Autodialed Live Voice Call,,Maine,10/18/2015,10/18/2015
Robocalls,12:45 AM,413-203-4004,-,Abandoned Call,,Texas,10/18/2015,10/18/2015
Robocalls,1:53 p.m.,480-359-4017,-,Prerecorded Voice,,Arizona,10/18/2015,10/18/2015
Robocalls,2:00 p.m.,318-509-7906,-,Prerecorded Voice,,Washington,10/18/2015,10/18/2015
Robocalls,4:48 PM,215-383-3369,-,Prerecorded Voice,,Michigan,10/18/2015,10/18/2015
Robocalls,5:10 p.m.,-,-,Abandoned Call,,Texas,10/18/2015,10/18/2015
Robocalls,6:10 p.m.,713-955-5682,-,Abandoned Call,,Texas,10/18/2015,10/18/2015
Robocalls,6:57 PM,301-842-7252,301-842-7252,Prerecorded Voice,,Virginia,10/18/2015,10/18/2015
Robocalls,7:26 PM,734-558-0133,-,Abandoned Call,,Illinois,10/18/2015,10/18/2015
Robocalls,9:01 AM,301-842-7252,-,Prerecorded Voice,,Virginia,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,202-455-8888,-,,Live Voice,New York,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),7:42 PM,502-324-1666,-,,Abandoned Calls,Kentucky,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),9:30 AM,301-842-7252,-,,Prerecorded Voice,Virginia,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),10:15 AM,301-677-8277,-,,Abandoned Calls,Maryland,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),10:26 AM,877-561-2272,855-244-6899,,Prerecorded Voice,Utah,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),10:51 AM,818-273-6849,-,,Live Voice,California,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),10:51 AM,818-397-8607,-,,Text Messaage,California,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:27 A.M.,-,-,,Live Voice,Georgia,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:37 AM,704-496-5352,-,,Abandoned Calls,Ohio,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),11:38 AM,860-885-5399,-,,Live Voice,Illinois,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),1:14 p.m.,202-827-2300,-,Prerecorded Voice,,Massachusetts,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),1:15 PM,216-278-0745,-,,Live Voice,Ohio,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),12:00 PM,714-795-2814,714-795-2814,,Live Voice,California,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),12:10 PM,206-404-7617,206-404-7617,,Text Messaage,Michigan,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),12:45 AM,-,-,,Text Messaage,New York,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),1:44 PM,518-545-3008,-,,Live Voice,Idaho,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),1:44 PM,518-545-3008,518-545-3008,,Live Voice,Idaho,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),1:45 AM,813-320-7979,-,,Prerecorded Voice,Massachusetts,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),2:22 PM,860-885-5399,-,,Live Voice,Illinois,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),2:46 p.m.,619-535-7781,-,,Live Voice,California,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),3:02 PM,682-217-1114,-,,Abandoned Calls,Texas,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),3:31 PM,877-561-2272,-,,Abandoned Calls,Utah,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),3:55 PM,702-430-4995,-,,Abandoned Calls,Illinois,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),4:32 PM,-,203-582-3050,,Live Voice,Iowa,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),5:23 P.M.,-,866-275-8502,,Live Voice,Colorado,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),6:00 PM,517-484-1427,-,,Live Voice,Michigan,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),6:10 a.m.,876-461-0629,-,,Live Voice,Florida,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),6:13 PM,518-631-4264,-,,Live Voice,New York,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),6:43 PM,-,512-566-7054,,Text Messaage,Missouri,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),7:12 p.m.,-,206-424-4070,,Text Messaage,New Jersey,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),8:00 PM,800-295-4057,-,,Abandoned Calls,Delaware,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),8:15 AM,213-415-0180,-,,Live Voice,California,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),8:25 AM,877-561-2272,877-000-0000,,Prerecorded Voice,Utah,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),9:30 AM,877-434-3695,-,,Abandoned Calls,Illinois,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),9:34 P.M.,757-952-0237,-,,Live Voice,Florida,10/18/2015,10/18/2015
Telemarketing (including do not call and spoofing),-,-,-,,Live Voice,Georgia,11/1/2012,10/19/2015
Telemarketing (including do not call and spoofing),4:30 p.m.,-,-,,Prerecorded Voice,Florida,8/1/2014,10/19/2015
Robocalls,2:21 PM,-,607-223-5232,Abandoned Call,,Georgia,12/17/2014,10/19/2015
Robocalls,6:22 p.m.,619-209-2974,-,Abandoned Call,,California,1/1/2015,10/19/2015
Telemarketing (including do not call and spoofing),8:00 AM,-,-,,Live Voice,California,2/1/2015,10/19/2015
Robocalls,-,405-818-9654,-,Prerecorded Voice,,Oklahoma,4/1/2015,10/19/2015
Robocalls,11:31 PM,-,-,Prerecorded Voice,,Colorado,7/6/2015,10/19/2015
Robocalls,11:20 PM,213-257-5233,-,Prerecorded Voice,,New Jersey,8/4/2015,10/19/2015
Telemarketing (including do not call and spoofing),5:36 P.M.,971-238-7461,-,,Live Voice,Nevada,8/31/2015,10/19/2015
Robocalls,4:09 PM,703-828-0616,703-828-0616,Prerecorded Voice,,Arizona,9/1/2015,10/19/2015
Robocalls,10:00 AM,844-279-7422,844-279-7422,Autodialed Live Voice Call,,Arkansas,9/16/2015,10/19/2015
Robocalls,10:00 AM,419-216-9301,-,Prerecorded Voice,,Ohio,9/22/2015,10/19/2015
Robocalls,2:21 PM,480-739-9171,-,Prerecorded Voice,Prerecorded Voice,California,9/28/2015,10/19/2015
Robocalls,2:00 PM,-,206-307-0059,Prerecorded Voice,,New York,10/1/2015,10/19/2015
Telemarketing (including do not call and spoofing),8:00 AM,610-208-0766,-,,Abandoned Calls,Washington,10/1/2015,10/19/2015
Telemarketing (including do not call and spoofing),9:00 AM,951-842-5523,-,,Live Voice,South Carolina,10/1/2015,10/19/2015
Robocalls,10:00 a.m.,-,360-369-4186,Prerecorded Voice,,California,10/2/2015,10/19/2015
Telemarketing (including do not call and spoofing),1:00 PM,318-450-6354,-,,Abandoned Calls,Louisiana,10/5/2015,10/19/2015
Telemarketing (including do not call and spoofing),11:02 AM,843-693-4593,-,,Prerecorded Voice,South Carolina,10/7/2015,10/19/2015
Telemarketing (including do not call and spoofing),10:00 AM,214-974-9635,-,,Live Voice,Louisiana,10/8/2015,10/19/2015
Robocalls,11:41 p.m.,-,-,Prerecorded Voice,,California,10/9/2015,10/19/2015
Telemarketing (including do not call and spoofing),12:00 PM,-,-,,Prerecorded Voice,Illinois,10/9/2015,10/19/2015
Telemarketing (including do not call and spoofing),6:01 PM,858-716-6364,858-716-6364,,Prerecorded Voice,South Carolina,10/9/2015,10/19/2015
Telemarketing (including do not call and spoofing),7:38 PM,-,-,,Live Voice,Ohio,10/9/2015,10/19/2015
